"date","receiver","sender","name","mcc","count"
"02.12.2016","UA","CY","Computer Maintenance and Programming","7379","6"
"28.11.2016","GB","NO","Charitable and Social Service Organizations","8398","24"
"12.11.2016","GB","AR","Charitable and Social Service Organizations","8398","760"
"25.11.2016","GB","CA","Computer Maintenance and Programming","7379","14"
"30.09.2016","UA","MD","Education","8299","3"
"05.10.2016","RU","BY","Dating","7273","250"
"05.11.2016","RU","KZ","Dating","7273","9"
"01.11.2016","GB","NA","Charitable and Social Service Organizations","8398","9"
"02.11.2016","RU","US","Dating","7273","3"
"15.10.2016","UA","CY","Florists","5193","16"
"02.10.2016","GB","RU","Charitable and Social Service Organizations","8398","2352"
"30.09.2016","EE","UA","Telecommunication Services","4814","600"
"09.10.2016","CZ","IL","Computer Maintenance and Programming","7379","18"
"09.09.2016","EE","BZ","Telecommunication Services","4814","11"
"13.10.2016","UA","BE","Stores and Shops","5200","14"
"04.10.2016","UA","IL","Computer Maintenance and Programming","7379","9"
"27.10.2016","GB","BR","Charitable and Social Service Organizations","8398","125"
"26.11.2016","GB","HR","Charitable and Social Service Organizations","8398","12"
"04.11.2016","UA","LV","Taxicabs and Limousines","4121","2"
"11.09.2016","GB","GR","Charitable and Social Service Organizations","8398","104"
"15.09.2016","GB","BG","Professional and Personal Services","8999","6"
"28.11.2016","UA","SK","Computer Maintenance and Programming","7379","1"
"18.11.2016","GB","NI","Charitable and Social Service Organizations","8398","18"
"17.09.2016","UA","AT","Florists","5193","12"
"13.09.2016","RU","PL","Dating","7273","6"
"14.10.2016","GB","SV","Charitable and Social Service Organizations","8398","6"
"16.09.2016","GB","RU","Electronic Sales","5732","10"
"30.11.2016","GB","IT","Charitable and Social Service Organizations","8398","90"
"28.10.2016","GB","HR","Charitable and Social Service Organizations","8398","3"
"10.11.2016","GB","OM","Charitable and Social Service Organizations","8398","6"
"16.10.2016","UA","EE","Education","8299","20"
"18.10.2016","UA","LV","Florists","5193","7"
"15.11.2016","GB","UA","Computer Maintenance and Programming","7379","360"
"17.10.2016","GB","KZ","Computer Maintenance and Programming","7379","64"
"01.10.2016","UA","GB","Taxicabs and Limousines","4121","3"
"19.11.2016","UA","PL","Tickets and Travel","7922","11"
"17.11.2016","GB","TZ","Charitable and Social Service Organizations","8398","21"
"11.09.2016","UA","CZ","Tickets and Travel","7922","11"
"09.09.2016","UA","GB","Education","8299","3"
"14.10.2016","RU","IT","Financial Services","6012","5"
"06.11.2016","GB","DE","Computer Maintenance and Programming","7379","16"
"20.09.2016","CZ","AZ","Computer Maintenance and Programming","7379","35"
"04.10.2016","GB","IN","Charitable and Social Service Organizations","8398","172"
"23.09.2016","GB","NZ","Charitable and Social Service Organizations","8398","8"
"11.10.2016","GB","US","Computer Maintenance and Programming","7379","32"
"04.11.2016","GB","CA","Charitable and Social Service Organizations","8398","414"
"02.12.2016","GB","RS","Charitable and Social Service Organizations","8398","11"
"24.10.2016","GB","PL","Charitable and Social Service Organizations","8398","18"
"21.09.2016","GB","AE","Computer Maintenance and Programming","7379","1"
"28.09.2016","UA","FR","Education","8299","33"
"03.10.2016","UA","AZ","Florists","5193","6"
"29.10.2016","UA","AT","Hotels, Motels, Resorts","7011","6"
"21.09.2016","GB","DE","Computer Maintenance and Programming","7379","44"
"30.11.2016","RU","DK","Computer Maintenance and Programming","7379","11"
"22.11.2016","GB","IL","Charitable and Social Service Organizations","8398","11"
"09.11.2016","UA","PL","Tickets and Travel","7922","6"
"23.11.2016","GB","ME","Charitable and Social Service Organizations","8398","4"
"12.09.2016","GB","PT","Charitable and Social Service Organizations","8398","48"
"19.11.2016","UA","AU","Education","8299","4"
"20.09.2016","RU","GB","Dating","7273","2"
"03.12.2016","GB","AZ","Computer Maintenance and Programming","7379","3"
"08.12.2016","GB","QA","Charitable and Social Service Organizations","8398","14"
"11.09.2016","GB","ID","Charitable and Social Service Organizations","8398","168"
"05.11.2016","GB","EG","Charitable and Social Service Organizations","8398","12"
"15.10.2016","UA","FR","Tickets and Travel","7922","10"
"18.10.2016","UA","CY","Computer Maintenance and Programming","7379","9"
"25.10.2016","RU","AM","Dating","7273","4"
"07.11.2016","GB","PH","Charitable and Social Service Organizations","8398","12"
"08.12.2016","GB","TR","Charitable and Social Service Organizations","8398","9"
"16.09.2016","RU","MU","Professional and Personal Services","8999","4"
"08.12.2016","UA","BZ","Management, Consulting, and Advertising Services","7311","12"
"19.10.2016","RU","LT","Dating","7273","5"
"17.09.2016","RU","DE","Stores and Shops","5200","7"
"18.11.2016","RU","GE","Dating","7273","16"
"14.10.2016","UA","PL","Education","8299","28"
"20.11.2016","GB","MT","Charitable and Social Service Organizations","8398","22"
"06.12.2016","LV","IT","Education","8299","5"
"06.11.2016","GB","AE","Computer Maintenance and Programming","7379","6"
"27.10.2016","UA","GB","Computer Maintenance and Programming","7379","18"
"27.09.2016","RU","CY","Stores and Shops","5200","24"
"12.09.2016","UA","US","Florists","5193","36"
"20.10.2016","RU","UA","Dating","7273","189"
"13.09.2016","UA","IT","Computer Maintenance and Programming","7379","22"
"18.11.2016","RU","DK","Computer Maintenance and Programming","7379","12"
"09.11.2016","GB","BY","Computer Maintenance and Programming","7379","24"
"03.11.2016","GB","ES","Computer Maintenance and Programming","7379","3"
"06.12.2016","GB","AM","Computer Maintenance and Programming","7379","44"
"02.11.2016","UA","KZ","Computer Maintenance and Programming","7379","3"
"01.12.2016","UA","GB","Management, Consulting, and Advertising Services","7311","8"
"22.11.2016","UA","GB","Education","8299","6"
"24.10.2016","GB","BR","Charitable and Social Service Organizations","8398","120"
"01.10.2016","GB","NG","Management, Consulting, and Advertising Services","7311","320"
"20.11.2016","RU","AT","Stores and Shops","5200","20"
"15.10.2016","GB","EE","Charitable and Social Service Organizations","8398","50"
"25.11.2016","RU","UA","Professional and Personal Services","8999","40"
"10.10.2016","RU","TM","Financial Services","6012","18"
"28.11.2016","UA","US","Education","8299","88"
"07.10.2016","RU","TR","Dating","7273","18"
"27.11.2016","LV","US","Telecommunication Services","4814","44"
"18.10.2016","UA","KE","Florists","5193","5"
"30.11.2016","RU","GE","Dating","7273","72"
"23.09.2016","UA","GB","Tickets and Travel","7922","6"
"13.11.2016","UA","RU","Computer Maintenance and Programming","7379","70"
"08.10.2016","GB","ES","Charitable and Social Service Organizations","8398","100"
"09.09.2016","GB","IL","Charitable and Social Service Organizations","8398","57"
"28.10.2016","RU","AU","Computer Maintenance and Programming","7379","10"
"02.10.2016","UA","EE","Tickets and Travel","7922","4"
"29.09.2016","RU","CY","Dating","7273","7"
"14.09.2016","UA","AZ","Taxicabs and Limousines","4121","22"
"20.10.2016","UA","RU","Florists","5193","12"
"18.09.2016","RU","DE","Stores and Shops","5200","4"
"19.11.2016","GB","BY","Computer Maintenance and Programming","7379","48"
"15.11.2016","RU","MD","Dating","7273","16"
"16.09.2016","GB","RU","Computer Maintenance and Programming","7379","453"
"02.12.2016","GB","MD","Charitable and Social Service Organizations","8398","40"
"06.12.2016","GB","BE","Computer Maintenance and Programming","7379","7"
"24.11.2016","CZ","SK","Video Games","7933","6"
"04.12.2016","LV","DE","Professional and Personal Services","8999","10"
"18.10.2016","UA","RU","Management, Consulting, and Advertising Services","7311","18"
"05.10.2016","GB","KZ","Charitable and Social Service Organizations","8398","81"
"17.09.2016","RU","HU","Computer Maintenance and Programming","7379","4"
"28.10.2016","UA","BY","Architectural and Engineering Services","8911","4"
"03.12.2016","EE","LV","Telecommunication Services","4814","18"
"14.11.2016","UA","DE","Education","8299","44"
"09.10.2016","RU","US","Professional and Personal Services","8999","9"
"15.11.2016","RU","CA","Professional and Personal Services","8999","20"
"29.09.2016","GB","JO","Computer Maintenance and Programming","7379","18"
"16.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","40"
"03.12.2016","LV","DE","Professional and Personal Services","8999","5"
"07.11.2016","GB","BW","Charitable and Social Service Organizations","8398","18"
"21.11.2016","RU","CZ","Computer Maintenance and Programming","7379","2"
"03.11.2016","EE","PL","Telecommunication Services","4814","6"
"07.11.2016","LV","RU","Professional and Personal Services","8999","132"
"16.10.2016","UA","US","Tickets and Travel","7922","1"
"21.10.2016","UA","US","Computer Maintenance and Programming","7379","18"
"21.09.2016","GB","IT","Computer Maintenance and Programming","7379","10"
"25.11.2016","RU","TJ","Dating","7273","5"
"24.11.2016","GB","LT","Charitable and Social Service Organizations","8398","80"
"22.11.2016","UA","LV","Tickets and Travel","7922","11"
"03.12.2016","EE","UA","Telecommunication Services","4814","300"
"18.09.2016","GB","HU","Charitable and Social Service Organizations","8398","55"
"15.09.2016","GB","PL","Computer Maintenance and Programming","7379","1"
"01.11.2016","GB","LT","Computer Maintenance and Programming","7379","30"
"04.12.2016","EE","UA","Telecommunication Services","4814","160"
"13.10.2016","UA","DE","Charitable and Social Service Organizations","8398","2"
"17.09.2016","RU","IT","Stores and Shops","5200","36"
"23.11.2016","RU","GB","Professional and Personal Services","8999","30"
"27.09.2016","RU","TR","Dating","7273","8"
"03.10.2016","UA","GR","Tickets and Travel","7922","16"
"20.09.2016","SK","RU","Stores and Shops","5200","168"
"31.10.2016","UA","AZ","Tickets and Travel","7922","12"
"05.12.2016","UA","LT","Education","8299","9"
"19.11.2016","UA","DK","Taxicabs and Limousines","4121","54"
"16.10.2016","GB","SG","Computer Maintenance and Programming","7379","18"
"19.10.2016","GB","TH","Computer Maintenance and Programming","7379","9"
"18.11.2016","RU","BY","Professional and Personal Services","8999","36"
"29.10.2016","GB","IL","Computer Maintenance and Programming","7379","8"
"19.10.2016","LV","PL","Professional and Personal Services","8999","21"
"12.11.2016","RU","LT","Dating","7273","6"
"22.09.2016","EE","DK","Financial Services","6012","2"
"13.11.2016","UA","BY","Education","8299","10"
"17.10.2016","CZ","UA","Computer Maintenance and Programming","7379","728"
"04.10.2016","RU","IN","Computer Maintenance and Programming","7379","4"
"08.12.2016","UA","DE","Florists","5193","16"
"21.10.2016","GB","SG","Charitable and Social Service Organizations","8398","21"
"27.11.2016","RU","US","Dating","7273","27"
"28.11.2016","GB","RU","Charitable and Social Service Organizations","8398","1628"
"23.11.2016","GB","LT","Charitable and Social Service Organizations","8398","42"
"13.11.2016","GB","AT","Charitable and Social Service Organizations","8398","24"
"25.09.2016","UA","PE","Education","8299","1"
"09.09.2016","GB","PH","Charitable and Social Service Organizations","8398","162"
"14.11.2016","LV","MD","Professional and Personal Services","8999","7"
"22.09.2016","LV","EE","Stores and Shops","5200","30"
"07.12.2016","GB","US","Computer Maintenance and Programming","7379","10"
"14.11.2016","GB","US","Telecommunication Services","4814","40"
"03.12.2016","GB","EC","Charitable and Social Service Organizations","8398","3"
"20.10.2016","RU","LV","Dating","7273","9"
"12.10.2016","GB","BY","Computer Maintenance and Programming","7379","108"
"13.10.2016","GB","BG","Charitable and Social Service Organizations","8398","4"
"22.10.2016","LV","MA","Professional and Personal Services","8999","10"
"22.11.2016","LV","RU","Professional and Personal Services","8999","165"
"21.10.2016","LV","GI","Professional and Personal Services","8999","7"
"22.11.2016","GB","BW","Charitable and Social Service Organizations","8398","18"
"03.12.2016","UA","MD","Education","8299","30"
"11.11.2016","UA","MD","Computer Maintenance and Programming","7379","10"
"24.11.2016","RU","GB","Professional and Personal Services","8999","84"
"10.11.2016","UA","TW","Florists","5193","2"
"08.12.2016","UA","BR","Tickets and Travel","7922","3"
"13.10.2016","RU","US","Dating","7273","3"
"05.12.2016","UA","AU","Florists","5193","7"
"08.09.2016","RU","UZ","Dating","7273","4"
"26.10.2016","GB","AM","Charitable and Social Service Organizations","8398","35"
"28.10.2016","GB","AU","Charitable and Social Service Organizations","8398","114"
"25.10.2016","GB","ID","Charitable and Social Service Organizations","8398","273"
"12.09.2016","RU","LU","Computer Maintenance and Programming","7379","4"
"05.12.2016","RU","IL","Professional and Personal Services","8999","10"
"19.10.2016","UA","BZ","Taxicabs and Limousines","4121","5"
"28.10.2016","RU","GB","Stores and Shops","5200","5"
"27.11.2016","LV","RU","Education","8299","11"
"18.09.2016","RU","IT","Stores and Shops","5200","2"
"11.09.2016","RU","AM","Dating","7273","20"
"20.09.2016","GB","VN","Charitable and Social Service Organizations","8398","18"
"26.11.2016","RU","GB","Stores and Shops","5200","24"
"02.11.2016","UA","ES","Florists","5193","6"
"12.10.2016","UA","PL","Tickets and Travel","7922","9"
"10.10.2016","UA","GB","Management, Consulting, and Advertising Services","7311","112"
"26.11.2016","GB","AU","Charitable and Social Service Organizations","8398","88"
"08.12.2016","RU","BY","Education","8299","1"
"14.11.2016","UA","IT","Education","8299","15"
"03.12.2016","LV","IT","Professional and Personal Services","8999","11"
"17.09.2016","GB","HU","Charitable and Social Service Organizations","8398","50"
"15.09.2016","UA","CY","Computer Maintenance and Programming","7379","10"
"07.11.2016","GB","IL","Charitable and Social Service Organizations","8398","49"
"01.12.2016","RU","UA","Stores and Shops","5200","16"
"29.10.2016","RU","BY","Dating","7273","38"
"20.10.2016","GB","HK","Charitable and Social Service Organizations","8398","2"
"21.10.2016","GB","AR","Charitable and Social Service Organizations","8398","352"
"25.10.2016","UA","CZ","Tickets and Travel","7922","3"
"18.11.2016","GB","DK","Charitable and Social Service Organizations","8398","9"
"01.12.2016","UA","JP","Education","8299","6"
"02.11.2016","UA","LT","Computer Maintenance and Programming","7379","8"
"13.11.2016","GB","GH","Charitable and Social Service Organizations","8398","18"
